Región, Provincia, Municipio, Distrito municipal, Sección, Barrio/ paraje, Sub-barrio, Toponimia o Nombre
10, 01, 01, 01, 01, 048, 00, La Zurza
10, 01, 01, 01, 01, 048, 01, La Zurza
10, 01, 01, 01, 01, 048, 02, Residencial Rivera de la Isabela
10, 01, 01, 01, 01, 048, 03, Los Coquitos
10, 01, 01, 01, 01, 049, 00, Villas Agrícolas
10, 01, 01, 01, 01, 049, 01, Villas Agrícolas
10, 01, 01, 01, 01, 049, 02, Proyecto Habitacional La Zurza
10, 01, 01, 01, 01, 049, 03, La Laguna
10, 01, 01, 01, 01, 050, 00, Villa Juana
10, 01, 01, 01, 01, 050, 01, Villa Juana
10, 01, 01, 01, 01, 050, 02, El Ensanchito
10, 01, 01, 01, 01, 051, 00, Miraflores
10, 01, 01, 01, 01, 051, 01, Miraflores
10, 01, 01, 01, 01, 052, 00, San Juan Bosco
10, 01, 01, 01, 01, 052, 01, San Juan Bosco
10, 01, 01, 01, 01, 053, 00, Gascue
10, 01, 01, 01, 01, 053, 01, Gascue
10, 01, 01, 01, 01, 053, 02, Reparto Aguedita
10, 01, 01, 01, 01, 053, 03, Ensanche Independencia
10, 01, 01, 01, 01, 053, 04, La Primavera
10, 01, 01, 01, 01, 053, 05, Ensanche Lugo
10, 01, 01, 01, 01, 054, 00, Ciudad Nueva
10, 01, 01, 01, 01, 054, 01, Ciudad Nueva
10, 01, 01, 01, 01, 055, 00, San Carlos
10, 01, 01, 01, 01, 055, 01, San Carlos
10, 01, 01, 01, 01, 056, 00, Villa Consuelo
10, 01, 01, 01, 01, 056, 01, Villa Consuelo
10, 01, 01, 01, 01, 056, 02, Villa María
10, 01, 01, 01, 01, 057, 00, Ensanche Luperón
10, 01, 01, 01, 01, 057, 01, Ensanche Luperón
10, 01, 01, 01, 01, 057, 02, Libertad
10, 01, 01, 01, 01, 057, 03, Villa Colores
10, 01, 01, 01, 01, 058, 00, Ensanche Capotillo
10, 01, 01, 01, 01, 058, 01, Ensanche Capotillo
10, 01, 01, 01, 01, 058, 02, Los Manguitos
10, 01, 01, 01, 01, 058, 03, La Caridad
10, 01, 01, 01, 01, 059, 00, Simón Bolívar
10, 01, 01, 01, 01, 059, 01, Simón Bolívar
10, 01, 01, 01, 01, 059, 02, Las Cañitas
10, 01, 01, 01, 01, 060, 00, 24 de Abril
10, 01, 01, 01, 01, 060, 01, 24 de Abril
10, 01, 01, 01, 01, 060, 02, Las Cañitas
10, 01, 01, 01, 01, 061, 00, Ensanche Espaillat
10, 01, 01, 01, 01, 061, 01, Ensanche Espaillat
10, 01, 01, 01, 01, 062, 00, María Auxiliadora
10, 01, 01, 01, 01, 062, 01, María Auxiliadora
10, 01, 01, 01, 01, 062, 02, 27 de Febrero
10, 01, 01, 01, 01, 062, 03, Domingo Savio
10, 01, 01, 01, 01, 062, 04, Guachupita
10, 01, 01, 01, 01, 062, 05, San Martín de Porres
10, 01, 01, 01, 01, 062, 06, Loma del Chivo
10, 01, 01, 01, 01, 063, 00, Mejoramiento Social
10, 01, 01, 01, 01, 063, 01, Mejoramiento Social
10, 01, 01, 01, 01, 063, 02, Villa Fontana
10, 01, 01, 01, 01, 063, 03, Samaná
10, 01, 01, 01, 01, 063, 04, La Fuente
10, 01, 01, 01, 01, 063, 05, Villa María
10, 01, 01, 01, 01, 064, 00, Villa Francisca
10, 01, 01, 01, 01, 064, 01, Villa Francisca
10, 01, 01, 01, 01, 064, 02, Borojol
10, 01, 01, 01, 01, 065, 00, Ciudad Colónial
10, 01, 01, 01, 01, 065, 01, Ciudad Colónial
10, 01, 01, 01, 01, 065, 02, San Miguel
10, 01, 01, 01, 01, 065, 03, Santa Bárbara
10, 01, 01, 01, 01, 065, 04, San Lázaro
10, 01, 01, 01, 01, 065, 05, La Atarazana
10, 01, 01, 01, 01, 066, 00, Domingo Savio
10, 01, 01, 01, 01, 066, 01, Los Guandules
10, 01, 01, 01, 01, 066, 02, La Ciénaga
10, 01, 01, 01, 01, 066, 03, Guachupita
10, 01, 01, 01, 01, 067, 00, Gualey
10, 01, 01, 01, 01, 067, 01, Gualey
10, 01, 01, 01, 01, 068, 00, La Isabela
10, 01, 01, 01, 01, 068, 01, La Isabela
10, 01, 01, 01, 01, 069, 00, La Hondonada
10, 01, 01, 01, 01, 069, 01, La Hondonada
10, 01, 01, 01, 01, 070, 00, San Diego
10, 01, 01, 01, 01, 070, 01, San Diego
05, 02, 00, 00, 00, 000, 00, Azua
05, 02, 01, 00, 00, 000, 00, Azua
05, 02, 01, 01, 00, 000, 00, Azua
05, 02, 01, 01, 01, 000, 00, Azua de Compostela (Zona urbana)
05, 02, 01, 01, 01, 001, 00, Los Cartones
05, 02, 01, 01, 01, 001, 01, Los Cartones
05, 02, 01, 01, 01, 002, 00, Simón Striddels
05, 02, 01, 01, 01, 002, 01, Simón Striddels
05, 02, 01, 01, 01, 003, 00, La Bombita
05, 02, 01, 01, 01, 003, 01, La Bombita
05, 02, 01, 01, 01, 003, 02, Los Solares
05, 02, 01, 01, 01, 003, 03, Villa Esperanza
05, 02, 01, 01, 01, 003, 04, Los Acostados
05, 02, 01, 01, 01, 003, 05, Canta la Rana
05, 02, 01, 01, 01, 003, 06, San Miguel
05, 02, 01, 01, 01, 004, 00, Villa Esperanza
05, 02, 01, 01, 01, 004, 01, Villa Esperanza
05, 02, 01, 01, 01, 004, 02, Camboya
05, 02, 01, 01, 01, 004, 03, Restaurador
05, 02, 01, 01, 01, 004, 04, Militar
05, 02, 01, 01, 01, 004, 05, Resolí
05, 02, 01, 01, 01, 005, 00, Centro de la Ciudad
05, 02, 01, 01, 01, 005, 01, Centro de la Ciudad
05, 02, 01, 01, 01, 006, 00, Pueblo Abajo
05, 02, 01, 01, 01, 006, 01, Pueblo Abajo
05, 02, 01, 01, 01, 007, 00, Savica
05, 02, 01, 01, 01, 007, 01, Savica
05, 02, 01, 01, 01, 007, 02, Urbanización Framboyán
05, 02, 01, 01, 01, 008, 00, Los Mangos
05, 02, 01, 01, 01, 008, 01, Los Mangos
05, 02, 01, 01, 01, 009, 00, Buenos Aires
05, 02, 01, 01, 01, 009, 01, Buenos Aires
05, 02, 01, 01, 01, 009, 02, Cañada del Concón o Altos del Cacheo
05, 02, 01, 01, 01, 010, 00, La Colonia Española
05, 02, 01, 01, 01, 010, 01, La Colonia Española
05, 02, 01, 01, 01, 011, 00, Mejoramiento Social
05, 02, 01, 01, 01, 011, 01, Mejoramiento Social
05, 02, 01, 01, 01, 012, 00, Pajarito
05, 02, 01, 01, 01, 012, 01, Pajarito
05, 02, 01, 01, 01, 013, 00, La Nevera
05, 02, 01, 01, 01, 013, 01, La Nevera
05, 02, 01, 01, 01, 014, 00, La Frontera
05, 02, 01, 01, 01, 014, 01, La Frontera
05, 02, 01, 01, 01, 015, 00, El Prado
05, 02, 01, 01, 01, 015, 01, El Prado
05, 02, 01, 01, 01, 016, 00, Alto de las Flores
05, 02, 01, 01, 01, 016, 01, Alto de las Flores
05, 02, 01, 01, 01, 017, 00, Urbanización Quisqueya
05, 02, 01, 01, 01, 017, 01, Urbanización Quisqueya
05, 02, 01, 01, 01, 017, 02, Urbanización Quisqueya II
05, 02, 01, 01, 01, 018, 00, Juan Pablo Duarte
05, 02, 01, 01, 01, 018, 01, Juan Pablo Duarte
05, 02, 01, 01, 01, 019, 00, Acapulco
05, 02, 01, 01, 01, 019, 01, Acapulco
05, 02, 01, 01, 01, 020, 00, Los Parceleros
05, 02, 01, 01, 01, 020, 01, Los Parceleros
05, 02, 01, 02, 00, 000, 00, Barro Arriba (DM)
05, 02, 01, 02, 01, 000, 00, Barro Arriba (Zona urbana)
05, 02, 01, 02, 01, 001, 00, Barro Arriba
05, 02, 01, 02, 01, 001, 01, Barro Arriba
05, 02, 01, 02, 01, 002, 00, La Golondrina
05, 02, 01, 02, 01, 002, 01, La Golondrina
05, 02, 01, 02, 02, 000, 00, Villa Corazón de Jesús
05, 02, 01, 02, 02, 001, 00, Los Lirios
05, 02, 01, 02, 02, 002, 00, El Higüerito
05, 02, 01, 02, 03, 000, 00, Barro en Medio
05, 02, 01, 02, 03, 001, 00, Aguaelico
05, 02, 01, 02, 03, 002, 00, Barro en Medio
05, 02, 01, 02, 03, 003, 00, Los Conuquitos
05, 02, 01, 02, 03, 004, 00, La Golondrina
05, 02, 01, 02, 03, 005, 00, Gurabo
05, 02, 01, 02, 04, 000, 00, El Puerto
05, 02, 01, 02, 04, 001, 00, El Prado
05, 02, 01, 02, 04, 002, 00, La Vereda
05, 02, 01, 02, 04, 003, 00, Barro Arriba
05, 02, 01, 02, 04, 004, 00, La Sabana
05, 02, 01, 02, 04, 005, 00, Los Magaleños
05, 02, 01, 03, 00, 000, 00, Las Barías-La Estancia (DM)
05, 02, 01, 03, 01, 000, 00, Las Barías-La Estancia (Zona urbana)
05, 02, 01, 03, 01, 001, 00, Las Barías
05, 02, 01, 03, 01, 001, 01, Las Barías
05, 02, 01, 03, 01, 002, 00, La Estancia
05, 02, 01, 03, 01, 002, 01, La Estancia
05, 02, 01, 03, 01, 002, 02, La Cu
05, 02, 01, 03, 01, 002, 03, Urbanización Nueva
05, 02, 01, 03, 02, 000, 00, La Ceiba Vieja
05, 02, 01, 03, 02, 001, 00, La Ceiba Vieja
05, 02, 01, 03, 03, 000, 00, La Ceiba Nueva
05, 02, 01, 03, 03, 001, 00, La Ceiba Nueva
05, 02, 01, 04, 00, 000, 00, Los Jovillos (DM)
05, 02, 01, 04, 01, 000, 00, Los Jovillos (Zona urbana)
05, 02, 01, 04, 01, 001, 00, Los Jovillos
05, 02, 01, 04, 01, 001, 01, Los Jovillos
05, 02, 01, 04, 01, 002, 00, 6to
05, 02, 01, 04, 01, 002, 01, 6to
05, 02, 01, 04, 01, 003, 00, Los Españoles
05, 02, 01, 04, 01, 003, 01, Los Españoles
05, 02, 01, 04, 01, 004, 00, Kilómetro 7
05, 02, 01, 04, 01, 004, 01, Kilómetro 7
05, 02, 01, 04, 02, 000, 00, La Altagracia
05, 02, 01, 04, 02, 001, 00, La Altagracia
05, 02, 01, 04, 02, 002, 00, Betania
05, 02, 01, 04, 02, 003, 00, Cañada de Piedra
05, 02, 01, 04, 02, 004, 00, Jura
05, 02, 01, 04, 02, 005, 00, Maleno La Mina
05, 02, 01, 04, 02, 006, 00, Arroyo Copey
05, 02, 01, 04, 03, 000, 00, Kilómetro 7
05, 02, 01, 04, 03, 001, 00, Kilómetro 8
05, 02, 01, 04, 03, 002, 00, Los Jovillos
05, 02, 01, 05, 00, 000, 00, Puerto Viejo (DM)
05, 02, 01, 05, 01, 000, 00, Puerto Viejo (Zona urbana)
05, 02, 01, 05, 01, 001, 00, Los Negros
05, 02, 01, 05, 01, 001, 01, Los Negros
05, 02, 01, 05, 02, 000, 00, Ranchería
05, 02, 01, 05, 02, 001, 00, Ranchería
05, 02, 01, 05, 02, 002, 00, El Puerto
05, 02, 01, 05, 02, 003, 00, Palmar de Buena Vista
05, 02, 01, 05, 02, 004, 00, Los Negros
05, 02, 01, 06, 00, 000, 00, Barreras (DM)
05, 02, 01, 06, 01, 000, 00, Barreras (Zona urbana)
05, 02, 01, 06, 01, 001, 00, Barreras
05, 02, 01, 06, 01, 001, 01, Barreras
05, 02, 01, 06, 01, 001, 02, El 84
05, 02, 01, 06, 02, 000, 00, Mordán
05, 02, 01, 06, 02, 001, 00, Mordán
05, 02, 01, 06, 02, 002, 00, El Alto
05, 02, 01, 07, 00, 000, 00, Doña Emma Balaguer Viuda Vallejo (DM)
05, 02, 01, 07, 01, 000, 00, Doña Emma Balaguer Viuda Vallejo (Zona urbana)
05, 02, 01, 07, 01, 001, 00, Doña Emma Balaguer Viuda Vallejo
05, 02, 01, 07, 01, 001, 01, Doña Emma Balaguer Viuda Vallejo
05, 02, 01, 07, 02, 000, 00, Monte Río
05, 02, 01, 07, 02, 001, 00, Monte Río
05, 02, 01, 08, 00, 000, 00, Clavellina (DM)
05, 02, 01, 08, 01, 000, 00, Clavellina (Zona urbana)
05, 02, 01, 08, 01, 001, 00, Centro del Pueblo
05, 02, 01, 08, 01, 001, 01, Centro del Pueblo
05, 02, 01, 08, 01, 001, 02, El Córbano
05, 02, 01, 08, 02, 000, 00, Clavellina
05, 02, 01, 08, 02, 001, 00, Terreros
05, 02, 01, 08, 02, 002, 00, Guazábara
